start_date,end_date,original_dates,firm,party,preference_type,election_year,mid_date,survey_type,sample_size,intended_vote
2018-04-19,2018-04-22,19-22 Apr 2018,Newspoll,Oth,First preference,2019,2018-04-20,NA,NA,9
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,ALP,First preference,2019,2018-04-20,NA,NA,36
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,ALP,Two-party-preferred,2019,2018-04-20,NA,NA,53
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,Grn,First preference,2019,2018-04-20,NA,NA,11
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,Lib/Nat,First preference,2019,2018-04-20,NA,NA,37
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-04-20,NA,NA,47
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,ONP,First preference,2019,2018-04-20,NA,NA,8
2018-04-19,2018-04-22,19–22 Apr 2018,Essential,Oth,First preference,2019,2018-04-20,NA,NA,8
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,ALP,First preference,2019,2018-04-30,NA,NA,35
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,ALP,Two-party-preferred,2019,2018-04-30,NA,NA,52
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,Grn,First preference,2019,2018-04-30,NA,NA,11
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,Lib/Nat,First preference,2019,2018-04-30,NA,NA,36
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,Lib/Nat,Two-party-preferred,2019,2018-04-30,NA,NA,48
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,ONP,First preference,2019,2018-04-30,NA,NA,6
2018-04-30,2018-04-30,30 Apr 2018,ReachTEL,Oth,First preference,2019,2018-04-30,NA,NA,12
2018-05-03,2018-05-06,3–6 May 2018,Essential,ALP,First preference,2019,2018-05-04,NA,NA,37
2018-05-03,2018-05-06,3–6 May 2018,Essential,ALP,Two-party-preferred,2019,2018-05-04,NA,NA,53
2018-05-03,2018-05-06,3–6 May 2018,Essential,Grn,First preference,2019,2018-05-04,NA,NA,10
2018-05-03,2018-05-06,3–6 May 2018,Essential,Lib/Nat,First preference,2019,2018-05-04,NA,NA,38
2018-05-03,2018-05-06,3–6 May 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-05-04,NA,NA,47
2018-05-03,2018-05-06,3–6 May 2018,Essential,ONP,First preference,2019,2018-05-04,NA,NA,6
2018-05-03,2018-05-06,3–6 May 2018,Essential,Oth,First preference,2019,2018-05-04,NA,NA,9
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,ALP,First preference,2019,2018-05-11,NA,NA,37
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,ALP,Two-party-preferred,2019,2018-05-11,NA,NA,54
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,Grn,First preference,2019,2018-05-11,NA,NA,11
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,Lib/Nat,First preference,2019,2018-05-11,NA,NA,36
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,Lib/Nat,Two-party-preferred,2019,2018-05-11,NA,NA,46
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,ONP,First preference,2019,2018-05-11,NA,NA,5
2018-05-10,2018-05-12,10–12 May 2018,Ipsos,Oth,First preference,2019,2018-05-11,NA,NA,11
2018-05-10,2018-05-13,10–13 May 2018,Essential,ALP,First preference,2019,2018-05-11,NA,NA,36
2018-05-10,2018-05-13,10–13 May 2018,Essential,ALP,Two-party-preferred,2019,2018-05-11,NA,NA,52
2018-05-10,2018-05-13,10–13 May 2018,Essential,Grn,First preference,2019,2018-05-11,NA,NA,10
2018-05-10,2018-05-13,10–13 May 2018,Essential,Lib/Nat,First preference,2019,2018-05-11,NA,NA,38
2018-05-10,2018-05-13,10–13 May 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-05-11,NA,NA,48
2018-05-10,2018-05-13,10–13 May 2018,Essential,ONP,First preference,2019,2018-05-11,NA,NA,7
2018-05-10,2018-05-13,10–13 May 2018,Essential,Oth,First preference,2019,2018-05-11,NA,NA,8
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,ALP,First preference,2019,2018-05-11,NA,NA,38
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,ALP,Two-party-preferred,2019,2018-05-11,NA,NA,51
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,Grn,First preference,2019,2018-05-11,NA,NA,9
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,Lib/Nat,First preference,2019,2018-05-11,NA,NA,39
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-05-11,NA,NA,49
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,ONP,First preference,2019,2018-05-11,NA,NA,6
2018-05-10,2018-05-13,10–13 May 2018,Newspoll,Oth,First preference,2019,2018-05-11,NA,NA,8
2018-05-17,2018-05-20,17–20 May 2018,Essential,ALP,First preference,2019,2018-05-18,NA,NA,36
2018-05-17,2018-05-20,17–20 May 2018,Essential,ALP,Two-party-preferred,2019,2018-05-18,NA,NA,51
2018-05-17,2018-05-20,17–20 May 2018,Essential,Grn,First preference,2019,2018-05-18,NA,NA,10
2018-05-17,2018-05-20,17–20 May 2018,Essential,Lib/Nat,First preference,2019,2018-05-18,NA,NA,40
2018-05-17,2018-05-20,17–20 May 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-05-18,NA,NA,49
2018-05-17,2018-05-20,17–20 May 2018,Essential,ONP,First preference,2019,2018-05-18,NA,NA,8
2018-05-17,2018-05-20,17–20 May 2018,Essential,Oth,First preference,2019,2018-05-18,NA,NA,7
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,ALP,First preference,2019,2018-05-25,NA,NA,37
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,ALP,Two-party-preferred,2019,2018-05-25,NA,NA,54
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,Grn,First preference,2019,2018-05-25,NA,NA,10
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,Lib/Nat,First preference,2019,2018-05-25,NA,NA,36
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-05-25,NA,NA,46
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,ONP,First preference,2019,2018-05-25,NA,NA,8
2018-05-17,2018-06-03,31 May – 3 Jun 2018,Essential,Oth,First preference,2019,2018-05-25,NA,NA,9
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,ALP,First preference,2019,2018-05-25,NA,NA,38
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,ALP,Two-party-preferred,2019,2018-05-25,NA,NA,52
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,Grn,First preference,2019,2018-05-25,NA,NA,9
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,Lib/Nat,First preference,2019,2018-05-25,NA,NA,38
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-05-25,NA,NA,48
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,ONP,First preference,2019,2018-05-25,NA,NA,8
2018-05-24,2018-05-27,24–27 May 2018,Newspoll,Oth,First preference,2019,2018-05-25,NA,NA,7
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,ALP,First preference,2019,2018-06-02,NA,NA,34
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,ALP,Two-party-preferred,2019,2018-06-02,NA,NA,52
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,Grn,First preference,2019,2018-06-02,NA,NA,11
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,Lib/Nat,First preference,2019,2018-06-02,NA,NA,35
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,Lib/Nat,Two-party-preferred,2019,2018-06-02,NA,NA,48
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,ONP,First preference,2019,2018-06-02,NA,NA,9
2018-06-02,2018-06-02,2 Jun 2018,ReachTEL,Oth,First preference,2019,2018-06-02,NA,NA,11
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,ALP,First preference,2019,2018-06-15,NA,NA,35
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,ALP,Two-party-preferred,2019,2018-06-15,NA,NA,52
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,Grn,First preference,2019,2018-06-15,NA,NA,11
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,Lib/Nat,First preference,2019,2018-06-15,NA,NA,38
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-06-15,NA,NA,48
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,ONP,First preference,2019,2018-06-15,NA,NA,7
2018-06-14,2018-06-17,14–17 Jun 2018,Essential,Oth,First preference,2019,2018-06-15,NA,NA,9
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,ALP,First preference,2019,2018-06-15,NA,NA,38
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,ALP,Two-party-preferred,2019,2018-06-15,NA,NA,52
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,Grn,First preference,2019,2018-06-15,NA,NA,10
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,Lib/Nat,First preference,2019,2018-06-15,NA,NA,38
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-06-15,NA,NA,48
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,ONP,First preference,2019,2018-06-15,NA,NA,6
2018-06-14,2018-06-17,14–17 Jun 2018,Newspoll,Oth,First preference,2019,2018-06-15,NA,NA,8
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,ALP,First preference,2019,2018-06-22,NA,NA,37
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,ALP,Two-party-preferred,2019,2018-06-22,NA,NA,52
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,Grn,First preference,2019,2018-06-22,NA,NA,11
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,Lib/Nat,First preference,2019,2018-06-22,NA,NA,40
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-06-22,NA,NA,48
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,ONP,First preference,2019,2018-06-22,NA,NA,6
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Essential,Oth,First preference,2019,2018-06-22,NA,NA,6
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,ALP,First preference,2019,2018-06-22,NA,NA,37
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,ALP,Two-party-preferred,2019,2018-06-22,NA,NA,51
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,Grn,First preference,2019,2018-06-22,NA,NA,9
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,Lib/Nat,First preference,2019,2018-06-22,NA,NA,39
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-06-22,NA,NA,49
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,ONP,First preference,2019,2018-06-22,NA,NA,6
2018-06-14,2018-07-01,28 Jun - 1 Jul 2018,Newspoll,Oth,First preference,2019,2018-06-22,NA,NA,9
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,ALP,First preference,2019,2018-06-22,NA,NA,35
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,ALP,Two-party-preferred,2019,2018-06-22,NA,NA,53
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,Grn,First preference,2019,2018-06-22,NA,NA,12
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,Lib/Nat,First preference,2019,2018-06-22,NA,NA,35
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,Lib/Nat,Two-party-preferred,2019,2018-06-22,NA,NA,47
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,ONP,First preference,2019,2018-06-22,NA,NA,6
2018-06-21,2018-06-24,21–24 Jun 2018,Ipsos,Oth,First preference,2019,2018-06-22,NA,NA,12
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,ALP,First preference,2019,2018-07-13,NA,NA,36
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,ALP,Two-party-preferred,2019,2018-07-13,NA,NA,51
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,Grn,First preference,2019,2018-07-13,NA,NA,10
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,Lib/Nat,First preference,2019,2018-07-13,NA,NA,40
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-07-13,NA,NA,49
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,ONP,First preference,2019,2018-07-13,NA,NA,6
2018-07-12,2018-07-15,12-15 Jul 2018,Essential,Oth,First preference,2019,2018-07-13,NA,NA,8
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,ALP,First preference,2019,2018-07-13,NA,NA,36
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,ALP,Two-party-preferred,2019,2018-07-13,NA,NA,51
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,Grn,First preference,2019,2018-07-13,NA,NA,10
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,Lib/Nat,First preference,2019,2018-07-13,NA,NA,38
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-07-13,NA,NA,49
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,ONP,First preference,2019,2018-07-13,NA,NA,7
2018-07-12,2018-07-15,12-15 Jul 2018,Newspoll,Oth,First preference,2019,2018-07-13,NA,NA,9
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,ALP,First preference,2019,2018-07-27,NA,NA,36
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,ALP,Two-party-preferred,2019,2018-07-27,NA,NA,51
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,Grn,First preference,2019,2018-07-27,NA,NA,10
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,Lib/Nat,First preference,2019,2018-07-27,NA,NA,39
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-07-27,NA,NA,49
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,ONP,First preference,2019,2018-07-27,NA,NA,7
2018-07-26,2018-07-29,26-29 Jul 2018,Newspoll,Oth,First preference,2019,2018-07-27,NA,NA,8
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,ALP,First preference,2019,2018-08-02,NA,NA,34
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,ALP,Two-party-preferred,2019,2018-08-02,NA,NA,52
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,Grn,First preference,2019,2018-08-02,NA,NA,12
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,Lib/Nat,First preference,2019,2018-08-02,NA,NA,37
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,Lib/Nat,Two-party-preferred,2019,2018-08-02,NA,NA,48
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,ONP,First preference,2019,2018-08-02,NA,NA,8
2018-08-02,2018-08-02,2-2 Aug 2018,ReachTEL,Oth,First preference,2019,2018-08-02,NA,NA,8
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,ALP,First preference,2019,2018-08-10,NA,NA,35
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,ALP,Two-party-preferred,2019,2018-08-10,NA,NA,51
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,Grn,First preference,2019,2018-08-10,NA,NA,10
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,Lib/Nat,First preference,2019,2018-08-10,NA,NA,37
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-08-10,NA,NA,49
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,ONP,First preference,2019,2018-08-10,NA,NA,9
2018-08-09,2018-08-12,9-12 Aug 2018,Newspoll,Oth,First preference,2019,2018-08-10,NA,NA,9
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,ALP,First preference,2019,2018-08-16,NA,NA,35
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,ALP,Two-party-preferred,2019,2018-08-16,NA,NA,55
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,Grn,First preference,2019,2018-08-16,NA,NA,13
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,Lib/Nat,First preference,2019,2018-08-16,NA,NA,33
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,Lib/Nat,Two-party-preferred,2019,2018-08-16,NA,NA,45
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,ONP,First preference,2019,2018-08-16,NA,NA,8
2018-08-15,2018-08-18,15–18 Aug 2018,Ipsos,Oth,First preference,2019,2018-08-16,NA,NA,11
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,ALP,First preference,2019,2018-08-24,NA,NA,41
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,ALP,Two-party-preferred,2019,2018-08-24,NA,NA,56
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,Grn,First preference,2019,2018-08-24,NA,NA,10
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,Lib/Nat,First preference,2019,2018-08-24,NA,NA,33
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-08-24,NA,NA,44
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,ONP,First preference,2019,2018-08-24,NA,NA,7
2018-08-24,2018-08-25,24–25 Aug 2018,Newspoll,Oth,First preference,2019,2018-08-24,NA,NA,9
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,ALP,First preference,2019,2018-08-25,NA,NA,39
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,ALP,Two-party-preferred,2019,2018-08-25,NA,NA,55
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,Grn,First preference,2019,2018-08-25,NA,NA,10
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,Lib/Nat,First preference,2019,2018-08-25,NA,NA,35
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-08-25,NA,NA,45
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,ONP,First preference,2019,2018-08-25,NA,NA,7
2018-08-24,2018-08-26,24–26 Aug 2018,Essential,Oth,First preference,2019,2018-08-25,NA,NA,9
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,ALP,First preference,2019,2018-08-25,NA,NA,36
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,ALP,Two-party-preferred,2019,2018-08-25,NA,NA,54
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,Grn,First preference,2019,2018-08-25,NA,NA,13
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,Lib/Nat,First preference,2019,2018-08-25,NA,NA,36.5
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,Lib/Nat,Two-party-preferred,2019,2018-08-25,NA,NA,46
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,ONP,First preference,2019,2018-08-25,NA,NA,2.5
2018-08-25,2018-08-26,25–26 Aug 2018,Roy Morgan,Oth,First preference,2019,2018-08-25,NA,NA,12
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,ALP,First preference,2019,2018-09-07,NA,NA,37
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,ALP,Two-party-preferred,2019,2018-09-07,NA,NA,54
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,Grn,First preference,2019,2018-09-07,NA,NA,10
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,Lib/Nat,First preference,2019,2018-09-07,NA,NA,36
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-09-07,NA,NA,46
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,ONP,First preference,2019,2018-09-07,NA,NA,8
2018-09-06,2018-09-09,6–9 Sep 2018,Essential,Oth,First preference,2019,2018-09-07,NA,NA,9
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,ALP,First preference,2019,2018-09-07,NA,NA,42
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,ALP,Two-party-preferred,2019,2018-09-07,NA,NA,56
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,Grn,First preference,2019,2018-09-07,NA,NA,10
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,Lib/Nat,First preference,2019,2018-09-07,NA,NA,34
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-09-07,NA,NA,44
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,ONP,First preference,2019,2018-09-07,NA,NA,6
2018-09-06,2018-09-09,6–9 Sep 2018,Newspoll,Oth,First preference,2019,2018-09-07,NA,NA,8
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,ALP,First preference,2019,2018-09-13,NA,NA,31
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,ALP,Two-party-preferred,2019,2018-09-13,NA,NA,53
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,Grn,First preference,2019,2018-09-13,NA,NA,15
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,Lib/Nat,First preference,2019,2018-09-13,NA,NA,34
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,Lib/Nat,Two-party-preferred,2019,2018-09-13,NA,NA,47
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,ONP,First preference,2019,2018-09-13,NA,NA,7
2018-09-12,2018-09-15,12–15 Sep 2018,Ipsos,Oth,First preference,2019,2018-09-13,NA,NA,13
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,ALP,First preference,2019,2018-09-21,NA,NA,36
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,ALP,Two-party-preferred,2019,2018-09-21,NA,NA,53
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,Grn,First preference,2019,2018-09-21,NA,NA,12
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,Lib/Nat,First preference,2019,2018-09-21,NA,NA,37
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-09-21,NA,NA,47
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,ONP,First preference,2019,2018-09-21,NA,NA,5
2018-09-20,2018-09-23,20–23 Sep 2018,Essential,Oth,First preference,2019,2018-09-21,NA,NA,10
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,ALP,First preference,2019,2018-09-21,NA,NA,39
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,ALP,Two-party-preferred,2019,2018-09-21,NA,NA,54
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,Grn,First preference,2019,2018-09-21,NA,NA,10
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,Lib/Nat,First preference,2019,2018-09-21,NA,NA,36
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-09-21,NA,NA,46
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,ONP,First preference,2019,2018-09-21,NA,NA,6
2018-09-20,2018-09-23,20–23 Sep 2018,Newspoll,Oth,First preference,2019,2018-09-21,NA,NA,9
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,ALP,First preference,2019,2018-10-06,NA,NA,36
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,ALP,Two-party-preferred,2019,2018-10-06,NA,NA,53
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,Grn,First preference,2019,2018-10-06,NA,NA,12
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,Lib/Nat,First preference,2019,2018-10-06,NA,NA,37
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-10-06,NA,NA,47
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,ONP,First preference,2019,2018-10-06,NA,NA,5
2018-10-05,2018-10-07,5–7 Oct 2018,Essential,Oth,First preference,2019,2018-10-06,NA,NA,10
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,ALP,First preference,2019,2018-10-11,NA,NA,35
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,ALP,Two-party-preferred,2019,2018-10-11,NA,NA,55
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,Grn,First preference,2019,2018-10-11,NA,NA,15
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,Lib/Nat,First preference,2019,2018-10-11,NA,NA,35
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,Lib/Nat,Two-party-preferred,2019,2018-10-11,NA,NA,45
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,ONP,First preference,2019,2018-10-11,NA,NA,5
2018-10-10,2018-10-13,10–13 Oct 2018,Ipsos,Oth,First preference,2019,2018-10-11,NA,NA,10
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,ALP,First preference,2019,2018-10-12,NA,NA,38
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,ALP,Two-party-preferred,2019,2018-10-12,NA,NA,53
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,Grn,First preference,2019,2018-10-12,NA,NA,11
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,Lib/Nat,First preference,2019,2018-10-12,NA,NA,37
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,Lib/Nat,Two-party-preferred,2019,2018-10-12,NA,NA,47
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,ONP,First preference,2019,2018-10-12,NA,NA,6
2018-10-11,2018-10-13,11–13 Oct 2018,Newspoll,Oth,First preference,2019,2018-10-12,NA,NA,8
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,ALP,First preference,2019,2018-10-19,NA,NA,37
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,ALP,Two-party-preferred,2019,2018-10-19,NA,NA,53
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,Grn,First preference,2019,2018-10-19,NA,NA,10
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,Lib/Nat,First preference,2019,2018-10-19,NA,NA,38
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,Lib/Nat,Two-party-preferred,2019,2018-10-19,NA,NA,47
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,ONP,First preference,2019,2018-10-19,NA,NA,7
2018-10-18,2018-10-21,18–21 Oct 2018,Essential,Oth,First preference,2019,2018-10-19,NA,NA,8
2018-10-25,2018-10-28,25–28 Oct 2018,Newspoll,ALP,First preference,2019,2018-10-26,NA,NA,39
2018-10-25,2018-10-28,25–28 Oct 2018,Newspoll,ALP,Two-party-preferred,2019,2018-10-26,NA,NA,54
2018-10-25,2018-10-28,25–28 Oct 2018,Newspoll,Grn,First preference,2019,2018-10-26,NA,NA,9
2018-10-25,2018-10-28,25–28 Oct 2018,Newspoll,Lib/Nat,First preference,2019,2018-10-26,NA,NA,36
